5.7e-07,4.5e-07
6.9e-07,4.8e-07
9.4e-07,5.1e-07
1.51e-06,6.3e-07
2.52e-06,9.5e-07
3.7e-06,1.23e-06
5.73e-06,1.8e-06
7.73e-06,2.54e-06
9.88001e-06,2.95e-06
1.35e-05,3.83e-06
2.322e-05,5.27e-06
2.653e-05,4.47e-06
1.608e-05,4.7e-06
1.967e-05,5.48e-06
3.211e-05,8.65e-06
3.022e-05,9.03e-06
3.069e-05,9.24001e-06
3.66e-05,9.78001e-06
4.538e-05,1.197e-05
4.921e-05,1.281e-05
5.61e-05,1.595e-05
6.178e-05,1.592e-05
7.056e-05,1.981e-05
7.622e-05,2.108e-05
0.0001008,2.196e-05
9.31e-05,2.452e-05
0.00012016,2.922e-05
0.00012823,3.161e-05
0.00013479,3.162e-05
0.00013616,3.482e-05
0.00015477,3.557e-05
0.00016157,3.882e-05
0.00021333,5.089e-05
0.00019865,5.186e-05
0.00022537,5.432e-05
0.00023895,5.537e-05
0.00024545,6.152e-05
0.00028056,6.915e-05
0.000307,7.558e-05
0.0002938,7.44e-05
0.00032834,8.948e-05
0.00035691,8.51e-05
0.00038273,0.00010367
0.00043239,9.54e-05
0.00043047,0.00010638
0.00044435,0.000115
0.00048339,0.00011884
0.00049692,0.00011877
0.00052357,0.00014276
0.00058595,0.00013573
0.00061047,0.0001561
0.00062863,0.00015723
0.00067881,0.00016181
0.00071767,0.00017779
0.00073686,0.00020069
0.00078114,0.00021305
0.00086449,0.00020035
0.00088252,0.00021735
0.00090393,0.00024252
0.00096415,0.0002294
0.00099992,0.00025016
0.00102604,0.00025728
0.00108075,0.00028172
0.00130387,0.00028269
0.00123891,0.00030375
0.00125946,0.00034306
0.00127075,0.00032912
0.00142516,0.00034404
0.00146665,0.00036965
0.001521,0.00037619
0.00150641,0.00038793
0.00158017,0.00040014
0.00169172,0.00041908
0.00174595,0.00043111
0.00178765,0.00041637
0.00174964,0.00044442
0.00182839,0.00046164
0.00185255,0.00046026
0.00192888,0.00049086
0.00197426,0.00049899
0.00203484,0.00054107
0.00220741,0.00060553
0.00228781,0.00056657
0.00236622,0.00057377
0.00236997,0.00059351
0.00251615,0.00067132
0.00273848,0.00065851
0.00266051,0.00067209
0.00275595,0.00070088
0.0028591,0.00072357
0.003001,0.00074499
0.0029797,0.00076269
0.00306144,0.00078174
0.00320345,0.00080685
0.00324933,0.00083347
0.00333858,0.00086221
0.00345363,0.00088956
0.00361259,0.00090164
0.00366345,0.00094385
0.00381645,0.00097163
0.00387453,0.00097833
0.00395816,0.00100865
0.00414731,0.00105513
0.00422362,0.00114542
0.00462871,0.0011101
0.00455465,0.00114249
0.00521486,0.00129692
0.00505192,0.00125584
0.00519666,0.00122168
0.00494298,0.00124366
0.00539858,0.00131174
0.00537618,0.00134058
0.00554504,0.00138026
0.0057271,0.00142612
0.00581844,0.0014598
0.00592454,0.00148152
0.00601134,0.00151934
0.00615042,0.00155582
0.00636818,0.00159822
0.00657742,0.00162442
0.0065427,0.00164978
0.00668932,0.00169822
0.00705956,0.00175628
0.00716882,0.00181682
0.0072219,0.00180954
0.00743564,0.00190234
0.00786996,0.0019149
0.00779424,0.00197204
0.00860832,0.00200976
0.0081158,0.00204804
0.00837444,0.00211252
0.00855628,0.00225308
0.00860504,0.00219248
0.00900696,0.00222728
0.009027,0.0022616
0.00923708,0.00233684
0.0096746,0.0023786
0.0096852,0.00246088
0.0100195,0.00247648
0.010067,0.00253384
